iter	RMSE
137	13.08054838
138	13.05920651
139	13.04801559
140	13.04036458
141	13.03429917
142	13.02169767
143	13.01100355
144	13.00430967
145	12.98883579
146	12.98180129
147	12.96239157
148	12.95052928
149	12.94292591
150	12.93545873
151	12.92875493
152	12.91518282
153	12.90208881
154	12.88713979
155	12.87837822
156	12.85690588
157	12.84919937
158	12.83767619
159	12.82356891
160	12.81614978
161	12.79423079
162	12.78908119
163	12.77997635
164	12.77277465
165	12.76406776
166	12.75884884
167	12.74805312
168	12.73427325
169	12.71859474
170	12.70764548
171	12.70329691
172	12.68418241
173	12.67230572
174	12.66019862
175	12.64769491
176	12.64349609
177	12.63465585
178	12.62314898
179	12.61243077
180	12.6013011
181	12.59477818
182	12.5883236
183	12.57815882
184	12.56188942
185	12.55431798
186	12.53716964
187	12.52632209
188	12.50836198
189	12.48928164
190	12.47911937
191	12.46570112
192	12.45128738
193	12.44475769
194	12.4415444
195	12.43508686
196	12.42871478
197	12.41401775
198	12.41225701
199	12.40376207
200	12.39133142
201	12.37989296
202	12.37344094
203	12.36668366
204	12.35518696
205	12.3457722
206	12.33486438
207	12.3264605
208	12.32010446
209	12.30583965
210	12.29793849
211	12.28589911
212	12.26992775
213	12.26198724
214	12.24740948
215	12.23974824
216	12.22702623
217	12.21774257
218	12.20421462
219	12.19334268
220	12.18559128
221	12.1816802
222	12.17377394
223	12.15402196
224	12.14930434
225	12.14388794
226	12.12928451
227	12.12435352
228	12.11646347
229	12.11163577
230	12.10299059
231	12.09144711
232	12.08539903
233	12.07612859
234	12.07272343
235	12.06901385
236	12.06214334
237	12.05703764
238	12.04630093
239	12.04201509
240	12.03511775
241	12.02728722
242	12.01406897
243	11.99863381
244	11.97870724
245	11.96107832
246	11.95869976
247	11.95396672
248	11.94359871
249	11.93790997
250	11.93311857
251	11.92850788
252	11.9152299
253	11.90379243
254	11.90062309
255	11.88338001
256	11.86583868
257	11.86218408
258	11.85917491
259	11.8566536
260	11.84314894
261	11.84049649
262	11.82678726
263	11.81442305
264	11.80886742
265	11.79003131
266	11.78009868
267	11.76976488
268	11.764069
269	11.75119299
270	11.74289632
271	11.73229909
272	11.72127871
273	11.69843302
274	11.69261858
275	11.67299653
276	11.6704232
277	11.65906109
278	11.65701889
279	11.64684573
280	11.63368133
281	11.62790952
282	11.62691893
283	11.61439132
284	11.60540937
285	11.59612077
286	11.58911629
287	11.57096708
288	11.56363983
289	11.55954009
290	11.55415541
291	11.53735423
292	11.5230185
293	11.51969739
294	11.50896787
295	11.50255653
296	11.49450973
297	11.47749746
298	11.47605567
299	11.47155686
300	11.46688681
301	11.4559902
302	11.442995
303	11.43684328
304	11.42262309
305	11.41232414
306	11.40969548
307	11.40265167
308	11.39554043
309	11.38684236
310	11.37923693
311	11.37684827
312	11.3582398
313	11.3549013
314	11.3466659
315	11.32732843
316	11.31986591
317	11.31408463
318	11.30486489
319	11.29673141
320	11.2936147
321	11.27105141
322	11.26709232
323	11.26383089
324	11.25599323
325	11.24754611
326	11.22967266
327	11.2281538
328	11.21363992
329	11.21122574
330	11.20537998
331	11.1959189
332	11.18923536
333	11.18175312
334	11.16571733
335	11.1566282
336	11.15237181
337	11.14657777
338	11.13548719
339	11.12944335
340	11.1198098
341	11.11472683
342	11.09973186
343	11.09389565
344	11.09337972
345	11.08900062
346	11.07808892
347	11.07569902
348	11.06476343
349	11.0625689
350	11.05943447
351	11.05216327
352	11.04426225
353	11.04254162
354	11.03660852
355	11.02831646
356	11.02405369
357	11.00547425
358	10.99893888
359	10.99052429
360	10.98006626
361	10.97829173
362	10.96978647
363	10.96667994
364	10.96488882
365	10.96430544
366	10.9467777
367	10.93623568
368	10.92860598
369	10.9215838
370	10.9058782
371	10.89831915
372	10.88805676
373	10.87477622
374	10.86333581
375	10.85711484
376	10.85281506
377	10.83619459
378	10.83118192
379	10.81907374
380	10.81178524
381	10.80315279
382	10.78651365
383	10.77050703
384	10.75842154
385	10.75300468
386	10.74305842
387	10.73568244
388	10.7269701
389	10.7228289
390	10.72017362
391	10.70867172
392	10.69717012
393	10.68459002
394	10.67843238
395	10.67152365
396	10.66112867
397	10.64978455
398	10.64099522
399	10.63545547
400	10.61988194
401	10.61159014
402	10.61028631
403	10.60216174
404	10.59620542
405	10.59578687
406	10.5824223
407	10.57685263
408	10.57289528
409	10.56429752
410	10.5592332
411	10.54556072
412	10.53826189
413	10.52141921
414	10.51068133
415	10.49951251
416	10.49868282
417	10.49390377
418	10.48907825
419	10.47491875
420	10.4583857
421	10.45551371
422	10.43955584
423	10.43822743
424	10.43280146
425	10.4307785
426	10.42643858
427	10.42073399
428	10.41248645
429	10.40481376
430	10.39250024
431	10.38603337
432	10.38024708
433	10.36369087
434	10.34860617
435	10.3331149
436	10.32699514
437	10.32159551
438	10.31613635
439	10.30310141
440	10.29804713
441	10.2957191
442	10.29044804
443	10.28574454
444	10.2800592
445	10.26959847
446	10.26304332
447	10.25576637
448	10.2514726
449	10.24317054
450	10.22873773
451	10.22198795
452	10.21362991
453	10.2101949
454	10.20899228
455	10.19622404
456	10.19135854
457	10.18348968
458	10.18051695
459	10.16989267
460	10.15639551
461	10.14807262
462	10.14539347
463	10.14425242
464	10.13815772
465	10.12775972
466	10.12182024
467	10.10822163
468	10.09790051
469	10.09176485
470	10.08227247
471	10.07652982
472	10.05953864
473	10.05326434
474	10.04427749
475	10.04197779
476	10.02836517
477	10.01960548
478	10.01674506
479	10.00902214
480	10.00586005
481	9.998590852
482	9.983442747
483	9.973420682
484	9.963915989
485	9.961083977
486	9.954277715
487	9.949482772
488	9.943735804
489	9.93889346
490	9.931839098
491	9.929109608
492	9.921139884
493	9.920836543
494	9.916549538
495	9.911228946
496	9.904141293
497	9.893946326
498	9.888521692
499	9.88023801
500	9.87086303
501	9.863801798
502	9.85434929
503	9.842793246
504	9.835502456
505	9.826178837
506	9.820158779
507	9.809085427
508	9.802296131
509	9.797912289
510	9.789409567
511	9.785373857
512	9.777357146
513	9.77528051
514	9.771156207
515	9.768691033
516	9.767723668
517	9.764573395
518	9.761901311
519	9.757346307
520	9.742986746
521	9.735380056
522	9.726554348
523	9.720525532
524	9.713313157
525	9.708117505
526	9.703576371
527	9.702548238
528	9.696531013
529	9.688094338
530	9.681887363
531	9.678521975
532	9.675500935
533	9.667473979
534	9.663778421
535	9.651419178
536	9.646020197
537	9.64467801
538	9.643783787
539	9.642674141
540	9.631810019
541	9.626675314
542	9.617183481
543	9.611509069
544	9.604842757
545	9.602066993
546	9.591962316
547	9.585009599
548	9.579787778
549	9.573722005
550	9.567196514
551	9.566180924
552	9.554625593
553	9.552054998
554	9.545523879
555	9.534147229
556	9.527548965
557	9.516558856
558	9.502273829
559	9.493527071
560	9.483652784
561	9.477136355
562	9.465564196
563	9.464911842
564	9.459330939
565	9.447515
566	9.44517585
567	9.439337032
568	9.427501343
569	9.41629117
570	9.410866625
571	9.404607038
572	9.400502411
573	9.392273497
574	9.381715118
575	9.371783289
576	9.358551318
577	9.346585494
578	9.345217955
579	9.340062039
580	9.331759516
581	9.324938422
582	9.320307597
583	9.31366138
584	9.30841069
585	9.301400563
586	9.296450547
587	9.293651317
588	9.291550332
589	9.287780382
590	9.276352323
591	9.266358956
592	9.26224185
593	9.256689798
594	9.254239433
595	9.239928088
596	9.237415314
597	9.232602956
598	9.231480978
599	9.22717856
600	9.224634117
601	9.216116052
602	9.212845511
603	9.210877809
604	9.198854365
605	9.190023159
606	9.180244935
607	9.175342293
608	9.171243175
609	9.162727428
610	9.161882988
611	9.158758128
612	9.152200662
613	9.14492934
614	9.144238535
615	9.134972698
616	9.124709579
617	9.112677237
618	9.105969382
619	9.097627782
620	9.09504554
621	9.091856196
622	9.091029246
623	9.086312492
624	9.075093971
625	9.073076671
626	9.063292097
627	9.062701128
628	9.053822776
629	9.048576438
630	9.045124768
631	9.043991869
632	9.043244606
633	9.039207566
634	9.035486694
635	9.028930658
636	9.024478637
637	9.016878375
638	9.009213771
639	9.00390496
640	9.001356937
641	8.995757498
642	8.992919525
643	8.99224586
644	8.991005802
645	8.985750875
646	8.974761761
647	8.967184244
648	8.960352183
649	8.954129564
650	8.949376048
651	8.940808753
652	8.934268802
653	8.931805584
654	8.922660656
655	8.917817271
656	8.912245912
657	8.906432016
658	8.902707416
659	8.894652836
660	8.894232079
661	8.892792964
662	8.888638355
663	8.880051026
664	8.872791663
665	8.870858424
666	8.866881985
667	8.866245593
668	8.860205948
669	8.857845732
670	8.855216108
671	8.854633721
672	8.85201554
673	8.851291494
674	8.84916037
675	8.843138232
676	8.83379772
677	8.833542072
678	8.827824675
679	8.816382595
680	8.815690215
681	8.808547898
682	8.802358771
683	8.793055515
684	8.788403211
685	8.787352915
686	8.780861553
687	8.776632944
688	8.769680132
689	8.760329156
690	8.757920336
691	8.756266952
692	8.752019211
693	8.748485581
694	8.745996875
695	8.740383284
696	8.73818879
697	8.731737554
698	8.725132966
699	8.721179489
700	8.720761772
701	8.720139561
702	8.714302305
703	8.709210581
704	8.704573808
705	8.701965554
706	8.69536357
707	8.693420924
708	8.687718646
709	8.677021312
710	8.669960421
711	8.658384904
712	8.6524666
713	8.645565406
714	8.641670538
715	8.640515759
716	8.632120909
717	8.622720803
718	8.61451938
719	8.613116345
720	8.606124637
721	8.596343375
722	8.592270512
723	8.580838488
724	8.578107891
725	8.56914898
726	8.563105976
727	8.556434333
728	8.550626625
729	8.537737998
730	8.533761552
731	8.526302899
732	8.523158021
733	8.517285644
734	8.514576657
735	8.504821026
736	8.503862481
737	8.502386936
738	8.493231288
739	8.487599535
740	8.485351595
741	8.48487247
742	8.482402497
743	8.473549286
744	8.46836627
745	8.4631927
746	8.457569187
747	8.451924844
748	8.446909452
749	8.44255609
750	8.433603595
751	8.431962247
752	8.426121675
753	8.419030655
754	8.412400514
755	8.410979004
756	8.405374776
757	8.398442479
758	8.3916223
759	8.38832011
760	8.383716219
761	8.3768902
762	8.374478143
763	8.374011254
764	8.368601057
765	8.367960234
766	8.36212874
767	8.361508531
768	8.352121677
769	8.351583597
770	8.347592699
771	8.342657315
772	8.333507166
773	8.326234806
774	8.324319823
775	8.321144911
776	8.316164378
777	8.314088429
778	8.308206838
779	8.301367457
780	8.293875514
781	8.290596207
782	8.287958696
783	8.286018318
784	8.281927244
785	8.277739848
786	8.275913662
787	8.272134542
788	8.268597327
789	8.265232866
790	8.259559286
791	8.253455344
792	8.251264604
793	8.250317187
794	8.247666625
795	8.238916497
796	8.231843775
797	8.230398127
798	8.22440242
799	8.222270387
800	8.218755457
801	8.215971024
802	8.207624813
803	8.20271304
804	8.200328016
805	8.19821611
806	8.186441271
807	8.184475443
808	8.18096338
809	8.17567632
810	8.171415423
811	8.161156337
812	8.158909564
813	8.146546055
814	8.144777186
815	8.140876738
816	8.138968541
817	8.130230337
818	8.124960318
819	8.117657942
820	8.112310129
821	8.108201579
822	8.106002009
823	8.104138329
824	8.094456291
825	8.081857684
826	8.081209477
827	8.07973032
828	8.075897392
829	8.071043827
830	8.064873145
831	8.062286863
832	8.056265862
833	8.051816633
834	8.046967278
835	8.038279346
836	8.035420975
837	8.033106015
838	8.028052022
839	8.025730738
840	8.021688191
841	8.014661734
842	8.011388425
843	8.007355747
844	8.002254943
845	8.000192109
846	7.990990725
847	7.985469057
848	7.978608355
849	7.973349824
850	7.972342189
851	7.971350162
852	7.970576272
853	7.963304356
854	7.957360308
855	7.951829742
856	7.951114179
857	7.948287402
858	7.946460635
859	7.944468493
860	7.935384422
861	7.929914899
862	7.925715994
863	7.914955715
864	7.914222162
865	7.907541302
866	7.901927747
867	7.897160942
868	7.888866747
869	7.886927113
870	7.884539349
871	7.883602081
872	7.883160658
873	7.879272112
874	7.871099778
875	7.864231309
876	7.861845739
877	7.854712608
878	7.853634502
879	7.846985684
880	7.840699429
881	7.838364799
882	7.836344913
883	7.833756386
884	7.829577544
885	7.825216777
886	7.82021816
887	7.809606818
888	7.803483758
889	7.794606035
890	7.788350468
891	7.786099389
892	7.783496428
893	7.78051411
894	7.77452355
895	7.7717273
896	7.76717548
897	7.763602581
898	7.762172089
899	7.756960401
900	7.754364135
901	7.753179243
902	7.750492162
903	7.741720949
904	7.736077686
905	7.733190723
906	7.725857895
907	7.721434389
908	7.721206273
909	7.719804528
910	7.716978145
911	7.714493223
912	7.708885466
913	7.708071175
914	7.704202069
915	7.695213597
916	7.686649029
917	7.682963989
918	7.680108105
919	7.672061116
920	7.669358736
921	7.662469447
922	7.660454287
923	7.65888566
924	7.654957679
925	7.651700822
926	7.64168291
927	7.638346029
928	7.636113157
929	7.63421606
930	7.632469882
931	7.627665654
932	7.623484995
933	7.620807527
934	7.61150626
935	7.609640221
936	7.607843044
937	7.606748983
938	7.604438943
939	7.595729763
940	7.594463408
941	7.59339256
942	7.592113118
943	7.589686433
944	7.580908824
945	7.579627815
946	7.572838833
947	7.569085536
948	7.563315208
949	7.554983859
950	7.553014532
951	7.544166392
952	7.542769986
953	7.539302438
954	7.534940135
955	7.533875011
956	7.530544761
957	7.529503608
958	7.524619953
959	7.518197957
960	7.513895787
961	7.511249781
962	7.508630363
963	7.504249533
964	7.502667261
965	7.50047193
966	7.494453766
967	7.493971759
968	7.489996757
969	7.484387032
970	7.480207482
971	7.476946365
972	7.468700735
973	7.464923648
974	7.459132103
975	7.458677824
976	7.453429795
977	7.451962663
978	7.442187842
979	7.432415008
980	7.431813772
981	7.430599881
982	7.429219997
983	7.425625542
984	7.417100149
985	7.40942876
986	7.40764562
987	7.405360855
988	7.402096469
989	7.397137354
990	7.389339406
991	7.388502427
992	7.387023678
993	7.382476188
994	7.380081584
995	7.372458835
996	7.367921109
997	7.364361929
998	7.361555341
999	7.354061919
