iter	Passed	Remaining
691	259	115
692	260	115
693	260	114
694	260	114
695	260	113
696	261	113
697	261	113
698	261	112
699	261	112
700	262	111
701	262	111
702	262	111
703	263	110
704	263	110
705	263	109
706	264	109
707	264	109
708	264	108
709	265	108
710	265	107
711	265	107
712	265	107
713	266	106
714	266	106
715	266	105
716	267	105
717	267	105
718	267	104
719	267	104
720	268	103
721	268	103
722	268	102
723	268	102
724	269	102
725	269	101
726	269	101
727	270	100
728	270	100
729	270	100
730	271	99
731	271	99
732	271	98
733	272	98
734	272	98
735	272	97
736	272	97
737	273	96
738	273	96
739	273	96
740	273	95
741	274	95
742	274	94
743	274	94
744	274	94
745	275	93
746	275	93
747	275	92
748	276	92
749	276	92
750	276	91
751	276	91
752	277	90
753	277	90
754	277	90
755	277	89
756	278	89
757	278	88
758	278	88
759	279	88
760	279	87
761	279	87
762	279	86
763	280	86
764	280	86
765	280	85
766	281	85
767	281	84
768	281	84
769	281	84
770	282	83
771	282	83
772	282	83
773	282	82
774	283	82
775	283	81
776	283	81
777	284	81
778	284	80
779	284	80
780	284	79
781	285	79
782	285	79
783	285	78
784	285	78
785	286	77
786	286	77
787	286	77
788	287	76
789	287	76
790	287	76
791	287	75
792	288	75
793	288	74
794	288	74
795	289	74
796	289	73
797	289	73
798	289	72
799	290	72
800	290	72
801	290	71
802	290	71
803	291	70
804	291	70
805	291	70
806	292	69
807	292	69
808	292	69
809	292	68
810	293	68
811	293	67
812	293	67
813	294	67
814	294	66
815	294	66
816	294	66
817	295	65
818	295	65
819	295	64
820	295	64
821	296	64
822	296	63
823	296	63
824	297	63
825	297	62
826	297	62
827	297	61
828	298	61
829	298	61
830	298	60
831	298	60
832	299	59
833	299	59
834	299	59
835	299	58
836	300	58
837	300	58
838	300	57
839	300	57
840	301	56
841	301	56
842	301	56
843	302	55
844	302	55
845	302	55
846	302	54
847	303	54
848	303	53
849	303	53
850	303	53
851	304	52
852	304	52
853	304	52
854	305	51
855	305	51
856	305	50
857	305	50
858	306	50
859	306	49
860	306	49
861	306	49
862	307	48
863	307	48
864	307	48
865	307	47
866	308	47
867	308	46
868	308	46
869	308	46
870	309	45
871	309	45
872	309	45
873	310	44
874	310	44
875	310	43
876	311	43
877	311	43
878	311	42
879	311	42
880	312	42
881	312	41
882	312	41
883	312	41
884	313	40
885	313	40
886	313	39
887	313	39
888	314	39
889	314	38
890	314	38
891	314	38
892	315	37
893	315	37
894	315	37
895	316	36
896	316	36
897	316	35
898	316	35
899	317	35
900	317	34
901	317	34
902	317	34
903	317	33
904	318	33
905	318	33
906	318	32
907	319	32
908	319	31
909	319	31
910	319	31
911	320	30
912	320	30
913	320	30
914	320	29
915	321	29
916	321	29
917	321	28
918	321	28
919	322	28
920	322	27
921	322	27
922	322	26
923	323	26
924	323	26
925	323	25
926	324	25
927	324	25
928	324	24
929	324	24
930	325	24
931	325	23
932	325	23
933	326	23
934	326	22
935	326	22
936	326	21
937	327	21
938	327	21
939	327	20
940	328	20
941	328	20
942	328	19
943	328	19
944	329	19
945	329	18
946	329	18
947	330	18
948	330	17
949	330	17
950	330	17
951	331	16
952	331	16
953	331	15
954	331	15
955	332	15
956	332	14
957	332	14
958	333	14
959	333	13
960	333	13
961	333	13
962	334	12
963	334	12
964	334	12
965	334	11
966	335	11
967	335	11
968	335	10
969	336	10
970	336	10
971	336	9
972	336	9
973	337	8
974	337	8
975	337	8
976	337	7
977	338	7
978	338	7
979	338	6
980	338	6
981	339	6
982	339	5
983	339	5
984	340	5
985	340	4
986	340	4
987	340	4
988	341	3
989	341	3
990	341	3
991	342	2
992	342	2
993	342	2
994	342	1
995	343	1
996	343	1
997	343	0
998	344	0
999	344	0
