iter	RMSE
517	0.2516289457
518	0.2509845264
519	0.2506172599
520	0.2502766553
521	0.2500181485
522	0.2496315401
523	0.2490337431
524	0.2483412722
525	0.2479358783
526	0.2476559396
527	0.2469985113
528	0.2468454331
529	0.2465505622
530	0.246155701
531	0.2455413442
532	0.2450648731
533	0.24466043
534	0.2440102302
535	0.2435444522
536	0.2429485214
537	0.242759875
538	0.2422933089
539	0.2419634734
540	0.2413214404
541	0.2409392998
542	0.2404914632
543	0.2399950786
544	0.2395704735
545	0.2392788561
546	0.2388770827
547	0.2381212453
548	0.2375713375
549	0.2370512079
550	0.2367334009
551	0.2364003176
552	0.2361515386
553	0.2353773603
554	0.2346144556
555	0.2342654454
556	0.2338686001
557	0.233483753
558	0.2331923369
559	0.2329120152
560	0.2326066184
561	0.2318242045
562	0.2314488344
563	0.2309238109
564	0.2306445092
565	0.2299514404
566	0.2295386567
567	0.2292541751
568	0.2288030874
569	0.228514755
570	0.2281263572
571	0.227355683
572	0.2272470877
573	0.2267438327
574	0.2260467163
575	0.2255353948
576	0.2249844171
577	0.2245135969
578	0.2238013618
579	0.2233329983
580	0.2229465507
581	0.2225824069
582	0.2220166887
583	0.221679841
584	0.2212838258
585	0.2207793315
586	0.2204157981
587	0.2202256896
588	0.219752576
589	0.2193140049
590	0.2191206792
591	0.21880231
592	0.2184407079
593	0.2182165333
594	0.2178118218
595	0.2172980429
596	0.216745375
597	0.2163464237
598	0.2159919074
599	0.2154456968
600	0.2149082837
601	0.2144857498
602	0.2143609592
603	0.2136344312
604	0.212930957
605	0.2124746177
606	0.2122057194
607	0.2120106718
608	0.2114751279
609	0.2110005293
610	0.2105605458
611	0.2103403295
612	0.2099434425
613	0.2094548537
614	0.2088981485
615	0.2085667636
616	0.2084339641
617	0.207907729
618	0.207245862
619	0.206800983
620	0.2066849454
621	0.2064932385
622	0.2061385478
623	0.2059800274
624	0.2058741933
625	0.2054314852
626	0.2050322346
627	0.2045072342
628	0.2039147197
629	0.2033857001
630	0.2028188763
631	0.2023884309
632	0.2019648687
633	0.201691844
634	0.2014798826
635	0.2012917757
636	0.2012596878
637	0.20110606
638	0.2006899615
639	0.2005753194
640	0.2002937813
641	0.1998789541
642	0.1993194704
643	0.1988670721
644	0.1984109531
645	0.197957596
646	0.1977539467
647	0.1973962899
648	0.1968826997
649	0.1967549169
650	0.1965342724
651	0.1963582635
652	0.1959146066
653	0.195456475
654	0.194983697
655	0.1946873844
656	0.1943700686
657	0.1937994203
658	0.1933479425
659	0.1928351684
660	0.1927188647
661	0.1923226122
662	0.1918102234
663	0.1915101511
664	0.1913946962
665	0.1910070772
666	0.1906271651
667	0.1903488534
668	0.1902579058
669	0.189946713
670	0.1897736014
671	0.1894924152
672	0.1890709411
673	0.1888352468
674	0.1883257922
675	0.1881741179
676	0.1877305476
677	0.1874621363
678	0.1869113824
679	0.1865914978
680	0.1860771674
681	0.1858424413
682	0.1855103878
683	0.1852095581
684	0.184954551
685	0.1847785743
686	0.1846185553
687	0.1842191262
688	0.1835205663
689	0.1833360757
690	0.1830897469
691	0.1830104019
692	0.1828164067
693	0.182288231
694	0.1821870133
695	0.1817206931
696	0.1814792716
697	0.1809893426
698	0.1807702938
699	0.1805684422
700	0.1804693857
701	0.1799757032
702	0.1797161425
703	0.1792840335
704	0.1790174224
705	0.1786403661
706	0.1782486806
707	0.1778325803
708	0.1775079979
709	0.1772700629
710	0.1770145037
711	0.1766360242
712	0.1764958192
713	0.1762430989
714	0.1758941286
715	0.1755514796
716	0.1754002588
717	0.1750337469
718	0.1746995487
719	0.174265019
720	0.1740006834
721	0.1736089057
722	0.1735162001
723	0.1731403427
724	0.1729272648
725	0.1726122712
726	0.1723202485
727	0.1719545648
728	0.1717058198
729	0.1715859606
730	0.1712318745
731	0.1710233385
732	0.1706869798
733	0.1704111993
734	0.1700620143
735	0.1697842401
736	0.1696064431
737	0.1694452934
738	0.1690934347
739	0.1687737101
740	0.1683755893
741	0.1681374274
742	0.1678020817
743	0.1675895621
744	0.1674446055
745	0.1670567138
746	0.1667058253
747	0.1665214113
748	0.1662422611
749	0.1659617612
750	0.1656071886
751	0.1654495167
752	0.1650527071
753	0.1646715349
754	0.1642741249
755	0.1638772885
756	0.1636172046
757	0.1634656452
758	0.1632972147
759	0.1630564788
760	0.1628810039
761	0.1628221182
762	0.1627136633
763	0.1623159219
764	0.1619592387
765	0.1616406822
766	0.161277706
767	0.1611178757
768	0.1610575999
769	0.1609824849
770	0.1606176581
771	0.1603222001
772	0.1600187634
773	0.1596707643
774	0.1594598583
775	0.1593987941
776	0.1593137047
777	0.1590730942
778	0.1588786233
779	0.1586063696
780	0.1582639011
781	0.1579025409
782	0.1576241369
783	0.1573406073
784	0.1570682926
785	0.1569306398
786	0.1566010531
787	0.1562648644
788	0.1561707698
789	0.1559021661
790	0.1555490834
791	0.1554184053
792	0.1551334451
793	0.1546718798
794	0.1544978835
795	0.1541813005
796	0.1537163669
797	0.1535376527
798	0.1534569265
799	0.1533374937
800	0.1529469315
801	0.1528161363
802	0.152597423
803	0.1524397866
804	0.1521251264
805	0.1518951286
806	0.1518347289
807	0.1515539487
808	0.1513232961
809	0.1511713339
810	0.1510447604
811	0.1508963311
812	0.1504603956
813	0.1502771089
814	0.1502244469
815	0.1501508691
816	0.1499027872
817	0.1498264552
818	0.1497427603
819	0.1493596175
820	0.1489863119
821	0.1486944292
822	0.1484923317
823	0.1482137619
824	0.1479551809
825	0.1477846334
826	0.1475289852
827	0.1474963787
828	0.14723196
829	0.1470551007
830	0.1469978582
831	0.1466456289
832	0.1463786918
833	0.1460727713
834	0.1458569237
835	0.1456933804
836	0.1454307794
837	0.1452842704
838	0.1451767504
839	0.1451590711
840	0.144919617
841	0.1446270522
842	0.1443438229
843	0.1439701503
844	0.1435075905
845	0.143489732
846	0.1432101068
847	0.143058594
848	0.1429659583
849	0.1427483637
850	0.1425000631
851	0.1423963571
852	0.1421403216
853	0.1418857948
854	0.1414981942
855	0.1412921549
856	0.1410735651
857	0.140877877
858	0.1405662475
859	0.1403989468
860	0.1401842535
861	0.1398734689
862	0.1396596053
863	0.1394281285
864	0.1391507679
865	0.1391341271
866	0.1389852269
867	0.1388757468
868	0.1388336657
869	0.138636454
870	0.1385151856
871	0.1383651698
872	0.1381421624
873	0.1380151276
874	0.1378240908
875	0.1377787095
876	0.1374307794
877	0.1373399693
878	0.1371588907
879	0.136948168
880	0.1367404706
881	0.1367123249
882	0.1364696244
883	0.136425168
884	0.1362903635
885	0.1361463183
886	0.1361308105
887	0.1359197742
888	0.1357331459
889	0.1354651471
890	0.1352626627
891	0.1352479248
892	0.1349632976
893	0.1346896787
894	0.1344686613
895	0.1341440428
896	0.1339346796
897	0.1339195026
898	0.1337226831
899	0.1336076582
900	0.1335814589
901	0.1333445019
902	0.1330557004
903	0.1330400447
904	0.1329165117
905	0.132729117
906	0.1327150589
907	0.1324922948
908	0.1322821296
909	0.1319233722
910	0.1318983762
911	0.1317045893
912	0.131532817
913	0.1312377894
914	0.1310862447
915	0.1309860226
916	0.1309039134
917	0.1308913352
918	0.1307015656
919	0.1304761255
920	0.1302430405
921	0.1299677278
922	0.1298580243
923	0.1297038953
924	0.1296921041
925	0.1295087107
926	0.1293882692
927	0.1291379255
928	0.1288836202
929	0.1287554166
930	0.1285182413
931	0.1282436153
932	0.128140923
933	0.1281033592
934	0.127995037
935	0.1277255447
936	0.1275411468
937	0.1273199487
938	0.1270956131
939	0.1268566186
940	0.1268090643
941	0.1266355361
942	0.126515497
943	0.1263432473
944	0.1262434723
945	0.1260011929
946	0.1259645431
947	0.1258052102
948	0.1256378481
949	0.1254714104
950	0.1252424736
951	0.1250300064
952	0.124829575
953	0.1246970608
954	0.1244116335
955	0.1243273837
956	0.1241563214
957	0.1239024739
958	0.1237996109
959	0.1235780138
960	0.1234440496
961	0.1233125566
962	0.1230121493
963	0.1228154773
964	0.1225739435
965	0.1224928425
966	0.1222719079
967	0.1220259373
968	0.1218259681
969	0.1215418666
970	0.1213430371
971	0.1211660906
972	0.1209529283
973	0.1208633989
974	0.1206761703
975	0.1205485788
976	0.120453136
977	0.1203619994
978	0.1202575132
979	0.1201309417
980	0.1200416309
981	0.1198421721
982	0.1196162108
983	0.1193865544
984	0.1193224745
985	0.1191306001
986	0.1188779663
987	0.1187512234
988	0.1185236145
989	0.1183537479
990	0.1181759717
991	0.1179585092
992	0.117748708
993	0.117512216
994	0.1173478944
995	0.1171506986
996	0.1170616582
997	0.1168563114
998	0.1168346492
999	0.1166373779
